"municipio","COUNT(municipio)","mes","ano","AVG(tempo_atracado)","AVG(tempo_estadia)"
Barcarena,1,"153,14999999997","2019",0.0,3.0
Barcarena,1,"154,43333333329","2019",0.0,2.0
Barcarena,1,"159,33333333337","2019",1.0,3.0
Barcarena,1,"16,166666666628","2019",0.0,5.0
Barcarena,1,"16,316666666593","2019",1.0,4.0
Barcarena,1,"16,750000000116","2019",1.0,4.0
Barcarena,1,"161,95000000001","2019",0.0,6.0
Barcarena,1,"162,58333333331","2019",11.0,108.0
Barcarena,1,"162,83333333326","2019",4.0,162.0
Barcarena,1,"164,58333333337","2019",1.0,3.0
Barcarena,1,"164,91666666674","2019",0.0,110.0
Barcarena,1,"165,34999999992","2019",0.0,2.0
Barcarena,1,"166,13333333336","2019",13.0,50.0
Barcarena,1,"167,11666666676","2019",6.0,17.0
Barcarena,1,"167,83333333331","2019",0.0,132.0
Barcarena,1,"17,000000000058","2019",0.0,6.0
Barcarena,1,"17,166666666744","2019",4.0,17.0
Barcarena,1,"17,383333333244","2019",1.0,7.0
Barcarena,1,"17,583333333372","2019",1.0,7.0
Barcarena,1,"17,63333333336","2019",0.0,8.0
Barcarena,1,"17,666666666628","2019",0.0,17.0
Barcarena,1,"17,833333333314","2019",0.0,9.0
Barcarena,1,"17,916666666744","2019",0.0,10.0
Barcarena,1,"172,83333333337","2019",2.0,172.0
Barcarena,1,"173,1333333333","2019",0.0,4.0
Barcarena,1,"174,75","2019",0.0,10.0
Barcarena,1,"177,50000000006","2019",10.0,177.0
Barcarena,1,"178,93333333335","2019",0.0,3.0
Barcarena,1,"179,00000000006","2019",0.0,12.0
Barcarena,1,"18","2019",0.0,11.0
Barcarena,1,"18,583333333314","2019",3.0,18.0
Barcarena,1,"18,883333333419","2019",0.0,3.0
Barcarena,1,"18,916666666686","2019",0.0,6.0
Barcarena,1,"180","2019",0.0,2.0
Barcarena,1,"180,20000000013","2019",4.0,180.0
Barcarena,1,"180,50000000006","2019",12.0,160.0
Barcarena,1,"182,16666666674","2019",0.0,2.0
Barcarena,1,"186,48333333334","2019",5.0,36.0
Barcarena,1,"19,5","2019",1.0,8.0
Barcarena,1,"19,666666666686","2019",0.0,13.0
Barcarena,1,"19,866666666814","2019",0.0,10.0
Barcarena,1,"190,23333333334","2019",0.0,11.0
Barcarena,1,"191,49999999994","2019",2.0,174.0
Barcarena,1,"193,88333333336","2019",2.0,5.0
Barcarena,1,"194,98333333328","2019",5.0,194.0
Barcarena,1,"198,55000000005","2019",0.0,17.0
Barcarena,1,"20,166666666744","2019",0.0,5.0
Barcarena,1,"20,500000000116","2019",9.0,20.0
Barcarena,1,"20,666666666628","2019",2.0,20.0
Barcarena,1,"20,699999999895","2019",1.0,20.0
Barcarena,2,"20,833333333314","2019",0.5,3.5
Barcarena,1,"200,88333333348","2019",0.0,4.0
Barcarena,1,"21,049999999988","2019",0.0,3.0
Barcarena,1,"21,333333333372","2019",1.0,14.0
Barcarena,1,"21,416666666628","2019",0.0,2.0
Barcarena,1,"21,666666666744","2019",0.0,8.0
Barcarena,1,"21,75","2019",3.0,21.0
Barcarena,1,"211,01666666666","2019",1.0,4.0
Barcarena,1,"217,66666666669","2019",12.0,181.0
Barcarena,1,"22,083333333372","2019",1.0,13.0
Barcarena,1,"22,5","2019",1.0,5.0
Barcarena,1,"22,58333333343","2019",0.0,2.0
Barcarena,2,"22,666666666686","2019",1.0,15.5
Barcarena,1,"22,783333333384","2019",2.0,8.0
Barcarena,1,"22,916666666628","2019",0.0,6.0
Barcarena,1,"22,949999999895","2019",0.0,7.0
Barcarena,1,"220,25000000006","2019",0.0,6.0
Barcarena,1,"223,33333333331","2019",2.0,82.0
